X1,X2,X3,X4,X5,Y
187.0138035,3,0.001337161,6,0.587807014,519.6584236
605.2912218,6,0.008459191,1.5,0.675577292,1327.419316
359.8171941,6,0.010714256,1.5,0.027607328,797.4819659
184.6758724,2,0.033131676,13.5,0.041662522,547.1949205
566.7885922,5,0.010187076,2.16,0.250814695,1269.369914
846.0211907,4,0.046147386,3.375,0.512751681,1844.302044
615.0883822,5,0.023976623,2.16,0.37734157,1382.784338
683.6747971,4,0.023263455,3.375,0.417603584,1515.774249
278.5025108,6,0.040962844,1.5,0.01396831,623.3797159
-90.72211049,2,0.032316016,13.5,8.31E-23,-69.69501273
648.0043831,1,0.017162455,54,1.100066869,1950.123557
213.7266847,6,0.01936887,1.5,0.085190236,524.311941
493.4626991,1,0.021995634,54,0.763978983,1630.999345
475.9466431,5,0.086977468,2.16,0.02097141,1060.13728
116.8339721,3,0.004287371,6,3.89E-05,356.556806
645.4913323,2,0.009678362,13.5,0.075757008,1554.280858
274.5215559,4,0.015718539,3.375,0.150572435,664.3974856
225.4872745,3,0.008033987,6,6.36E-47,561.5943682
772.2307031,2,0.002064547,13.5,0.919200461,1805.828039
257.131967,1,0.02535179,54,0.007520356,1114.179978
844.2623751,1,0.017252592,54,1.076962893,2409.200527
155.635149,1,0.011412246,54,0.000803918,881.7608845
319.3181689,5,0.002226151,2.16,0.015798531,714.8059296
777.8745802,4,0.025455802,3.375,5.020137271,1785.562478
666.7760779,6,0.004366071,1.5,4.607972806,1443.204981
504.9572023,4,0.001429679,3.375,0.634941924,1142.896717
590.9645048,5,0.019814753,2.16,1.227097669,1308.668852
377.0958325,3,0.028844303,6,0.001426284,855.5547921
513.9771838,5,0.017975445,2.16,3.025480916,1140.514909
427.1750941,6,0.023268306,1.5,0.008711392,935.2733797
98.41228125,3,0.007145355,6,8.42E-07,272.0406219
240.9501297,1,0.037453315,54,0.116596022,1018.007797
216.6242426,1,0.035251216,54,6.30E-05,966.5823565
548.8176505,1,0.003123667,54,0.403990741,1703.275295
182.2373571,1,0.001318178,54,0.054130689,923.2064974
664.0896648,2,0.002833954,13.5,2.106639698,1582.556609
310.0502142,6,0.009437992,1.5,0.003042547,703.0870795
492.5743944,2,0.010994855,13.5,0.302412827,1247.913482
717.1258329,3,0.012472658,6,1.666956879,1604.103073
729.1922601,3,0.077217061,6,1.481602699,1660.461809
814.6685706,6,0.026735161,1.5,7.579720028,1741.787374
693.3851925,6,0.043855137,1.5,2.624361673,1516.709524
280.8408184,3,0.004085466,6,0.056292269,613.6440716
241.3318555,3,0.027245757,6,0.029637671,555.8019964
470.0702678,1,0.004843101,54,0.180109862,1529.402967
414.9586771,6,0.007876581,1.5,0.722169323,915.252319
399.2200413,4,0.018334926,3.375,0.098556894,903.5027502
173.1142549,2,0.001929576,13.5,0.006843374,477.7087273
275.89184,4,0.003759394,3.375,0.276680738,620.0296518
311.3468436,2,0.012616372,13.5,0.000126537,849.6421763
320.8936743,1,0.024719668,54,0.341369699,1210.037153
190.881498,1,0.012475601,54,0.171413328,942.0038374
622.2327647,6,0.020252758,1.5,0.523112322,1392.483186
114.5987444,4,0.043166763,3.375,0.014697792,332.0913212
731.5800368,3,0.079766575,6,1.999376387,1630.251678
192.6866601,5,0.051725765,2.16,0.002714954,398.4551822
501.2129896,1,0.004313626,54,0.194699305,1594.549566
105.0332691,6,0.093350341,1.5,1.95E-15,291.6061572
572.108587,6,0.029619811,1.5,0.511819302,1274.191991
499.6972379,3,0.036207888,6,2.181147695,1187.615785
89.16346668,1,0.027824014,54,0.003379377,741.8573816
110.7903638,5,0.020002513,2.16,0.000327098,291.2247863
380.7011541,1,0.000622179,54,0.068204765,1326.37714
477.9409438,1,0.016963082,54,0.259820891,1570.169335
665.1637683,1,0.010789625,54,1.593502161,1959.243363
596.23846,3,0.061914113,6,0.19984782,1349.510205
179.494948,1,0.005706692,54,0.00019772,907.4827325
170.3546448,5,0.031130274,2.16,0.416488072,402.4898991
173.3385499,6,0.007545858,1.5,0.000453309,412.610413
527.4239612,5,0.011516763,2.16,0.087251078,1204.083066
72.51844297,5,0.004603443,2.16,0.00045611,181.7660384
500.8390173,2,0.015303396,13.5,0.253378239,1215.523026
265.0251598,4,0.005354883,3.375,0.001567115,631.7747502
524.6461027,1,0.039280481,54,0.824056166,1691.149586
532.6401889,5,0.008560467,2.16,0.351187566,1208.432762
761.695022,6,0.022322238,1.5,11.17153515,1686.950702
642.2537594,1,0.001285044,54,0.378693459,1898.805007
295.5874947,2,0.006614666,13.5,0.09247961,744.0582086
680.681569,3,0.016121325,6,0.116037065,1538.189995
47.06441196,4,0.021088814,3.375,1.35E-35,161.0157509
70.2615128,6,0.025948474,1.5,0.000710585,227.3480386
613.9652787,2,0.028617513,13.5,0.046795584,1465.613
706.7128382,4,0.012313115,3.375,12.85338712,1573.185679
274.8979769,2,0.007916292,13.5,0.01628036,712.9822717
134.883671,1,0.050304188,54,0.024902716,855.2464947
97.8336683,5,0.025591519,2.16,0.028707744,253.5613748
-16.85234524,2,0.00372987,13.5,6.01E-05,127.7299671
773.1397166,1,0.000253418,54,0.581505592,2232.995994
343.712852,5,0.036548554,2.16,0.384899864,781.4693643
323.841911,1,0.007298553,54,0.511907103,1219.495939
481.3515768,5,0.017821022,2.16,0.076869448,1052.750245
637.0769023,3,0.028401295,6,0.619844283,1427.46636
509.722242,5,0.008681085,2.16,0.224318181,1111.799069
323.3084173,6,0.020450465,1.5,0.040747818,718.4849816
250.0362195,4,0.007329181,3.375,0.002577907,592.4325733
832.9162502,4,0.061972465,3.375,0.534286361,1849.4495
181.5982997,4,0.001686425,3.375,0.014817875,477.1025065
579.9623991,2,0.005450727,13.5,3.918987198,1382.842545
246.2335889,2,0.01899038,13.5,0.151108283,677.9816536
478.7727378,3,0.001921222,6,0.114799399,1117.386203
709.0603472,3,0.017995159,6,1.074210245,1569.484361
572.4480277,1,0.052697626,54,0.210336495,1775.668128
511.7445754,3,0.024441348,6,0.409539338,1224.217737
732.8470931,1,0.00072076,54,1.303434443,2096.113886
847.5218537,6,0.015991829,1.5,1.236101808,1837.671413
461.2620685,1,0.035712212,54,0.501567404,1519.552274
581.5907747,2,0.009889325,13.5,0.157922322,1361.227277
169.2270906,2,0.047635111,13.5,0.029080931,535.5766237
231.8339068,3,0.025850171,6,0.034202568,572.0321563
215.0279338,1,0.069067614,54,7.26E-05,1012.382484
485.9215728,1,0.081441851,54,1.160992764,1548.80917
476.7405878,4,0.005795562,3.375,0.039648048,1067.172292
779.7506669,2,0.010143354,13.5,1.147514194,1843.433681
258.4582647,5,0.0117332,2.16,0.003096831,607.3686318
281.3888567,1,0.017400056,54,0.040289827,1126.075322
168.8050825,4,0.035826066,3.375,0.240162708,461.6805207
464.9180415,5,0.013458208,2.16,0.416354997,1076.850576
730.8688294,3,0.005439424,6,0.512031587,1660.2791
765.929476,5,0.003585337,2.16,0.707223595,1717.919982
168.5490712,2,0.013595432,13.5,3.78E-05,488.1782131
141.7309535,5,0.07268296,2.16,5.16E-05,377.7917727
233.0321532,3,0.026813948,6,0.000160342,571.255584
708.5042031,4,0.001314177,3.375,0.16477302,1582.309202
387.7974776,4,0.02360451,3.375,0.597062376,885.7877535
824.1813857,2,0.006587068,13.5,0.68169641,1896.14409
92.66975086,6,0.016062518,1.5,2.84E-08,208.1953325
275.0458675,3,0.02348395,6,0.189296886,669.0995418
849.4010581,2,0.024027778,13.5,1.609201338,1969.98822
410.503698,2,0.001237668,13.5,1.010304606,1028.955143
399.377186,3,0.021808227,6,0.021250617,951.8071068
423.3176506,5,0.043125211,2.16,0.974331028,940.6122878
830.5133494,6,0.041845016,1.5,3.183181288,1789.176593
276.87898,4,0.020917778,3.375,0.041580569,640.5010747
545.2123331,2,0.014512151,13.5,3.058937984,1314.215827
335.6635907,3,0.011536846,6,0.188501908,821.8599475
621.1081264,2,0.015013073,13.5,0.50232332,1412.033169
117.2508604,1,0.002103133,54,1.11E-13,782.6938636
170.9562797,3,0.000714406,6,1.97E-10,454.7644313
560.8360542,6,0.023820979,1.5,0.2646849,1209.631706
190.6058531,2,0.005382395,13.5,5.94E-06,567.7984475
363.5638381,4,0.028850727,3.375,0.360337022,809.1585758
89.57937938,3,0.01260802,6,1.44E-17,307.4663131
377.4641272,2,0.013391581,13.5,0.686310672,949.9806198
140.5519289,5,0.011427741,2.16,0.01766986,330.2397402
306.9015255,3,0.034541086,6,0.685055526,786.1028562
268.3872499,6,0.001949394,1.5,0.044761608,617.16718
754.8578323,5,0.025401797,2.16,1.005794782,1660.484274
416.0555189,1,0.001160072,54,0.086738045,1408.758535
712.1151642,6,0.031933634,1.5,0.343790181,1631.706759
868.4100531,4,0.082662574,3.375,0.402107431,1914.378502
240.8139908,1,0.033839405,54,1.51E-26,1015.273099
400.2045565,5,0.060677012,2.16,0.038413276,852.4571766
684.9001671,4,0.031376203,3.375,4.481709683,1533.294089
32.7201297,6,0.020881981,1.5,0.000225201,134.5765702
446.3697948,5,0.011917545,2.16,0.063992623,1019.183107
713.9985348,1,0.033404412,54,4.350678992,2095.784719
681.3095918,1,0.000824108,54,0.452078083,1996.405352
436.7007925,1,0.012092586,54,0.002135503,1465.656528
137.5746937,4,0.004842078,3.375,0.002899004,378.7610532
371.0562474,6,0.041794862,1.5,0.058098006,788.8090686
617.3791627,3,0.051119147,6,4.124480441,1392.125902
273.6674225,6,0.038445197,1.5,0.492455338,643.5982062
680.3867601,6,0.000100935,1.5,0.119469417,1533.792232
737.4288921,2,0.004986889,13.5,0.395162022,1719.344169
447.6407888,4,0.086214263,3.375,0.271483202,1008.95553
392.0384792,4,0.002312994,3.375,0.329428042,924.5402531
156.0905093,5,0.007403185,2.16,0.031180237,386.4844268
710.3966003,3,0.003716428,6,0.17185068,1592.041201
106.6490465,1,0.013987623,54,9.99E-05,724.3427165
651.4106666,1,0.002635945,54,0.870531883,1877.581458
206.6730861,2,0.019778537,13.5,3.24E-07,577.8143529
737.3819956,2,0.01074671,13.5,1.048558631,1710.24572
422.1020643,5,0.007125655,2.16,0.244035716,923.5543769
742.1518577,4,0.004576468,3.375,0.226195715,1608.716938
353.0923304,3,0.012654139,6,0.008022221,849.440419
145.5436271,6,0.003257091,1.5,0.011846586,374.5208542
508.7185534,4,0.004017548,3.375,0.05014721,1143.074873
613.0196134,4,0.002240391,3.375,5.575131121,1349.320743
734.8327202,4,0.030694714,3.375,0.581617179,1690.441274
286.0367965,6,0.048243291,1.5,0.002528228,614.0114841
62.08282077,4,0.0114562,3.375,9.77E-13,142.7286801
372.6046567,5,0.006614711,2.16,0.092162095,847.9126114
708.8852296,2,0.078245683,13.5,0.588629697,1718.171215
606.1996795,6,0.014618185,1.5,0.199135605,1293.363765
473.9479081,1,0.026069828,54,0.925672046,1566.549408
495.1009961,6,0.002809939,1.5,0.605181365,1082.753409
294.7859917,6,0.021992518,1.5,0.116824231,719.3156878
171.5102068,3,0.053079204,6,0.00108038,424.0187442
533.8262363,5,0.056856778,2.16,0.343347001,1194.899684
331.1493916,5,0.033607091,2.16,0.031679239,747.6218248
771.9682282,1,0.001021663,54,0.213775656,2264.612341
579.3446612,2,0.012851697,13.5,0.64375652,1399.555777
749.2003276,3,0.003397957,6,1.529695426,1669.144762
755.3569202,6,0.014546355,1.5,1.482586921,1660.774398
378.5480916,6,0.004687428,1.5,0.063938019,923.8992249
650.1542919,6,0.029061967,1.5,0.493093025,1418.033928
379.3231009,5,0.036597318,2.16,0.139509893,865.1306659
753.9774497,3,0.018548843,6,2.690007097,1685.7878
157.7021038,2,0.008809136,13.5,0.027402442,423.072035
474.7752029,2,0.005466544,13.5,0.048584701,1123.497838
193.991177,1,0.056670863,54,4.10E-10,953.4646494
93.08944584,4,0.001241851,3.375,2.07E-05,272.8322063
417.8120259,3,0.005915114,6,0.030500064,968.5666109
533.3089266,6,0.000572418,1.5,0.07850335,1090.944573
288.240039,5,0.012143393,2.16,0.291047786,620.3553208
245.1100844,4,0.044045862,3.375,0.649217414,586.3359068
802.8171231,1,0.017224904,54,0.74289518,2292.428583
473.1569288,3,0.072705067,6,0.846089408,1113.998789
383.3183693,5,0.019875206,2.16,0.001993442,842.4423412
560.3622955,3,0.007596435,6,1.240066003,1256.276937
276.2501338,5,0.000872097,2.16,0.003057497,653.8601184
372.1469702,5,0.033347581,2.16,1.52165628,817.6865149
753.4931025,5,0.020362766,2.16,1.773575788,1689.728603
40.914295,1,0.067503018,54,4.16E-16,621.6294077
513.5495027,5,0.003562146,2.16,1.235477621,1125.531641
803.5647334,4,0.021218552,3.375,9.383078039,1766.714587
262.3144637,4,0.012014922,3.375,0.085710408,657.94795
655.3886641,5,0.013742629,2.16,0.475159735,1453.35336
99.13663721,2,0.004602548,13.5,5.09E-08,325.9357104
664.3113378,4,0.014618323,3.375,1.968929596,1502.347031
77.04564119,1,0.008512895,54,0.01193951,715.6124349
56.98396645,4,0.003663666,3.375,1.97E-25,189.695895
212.6702642,4,0.015657765,3.375,0.186939285,562.4648029
612.3557688,1,0.005362273,54,2.851894393,1875.406883
748.8135349,4,0.010864682,3.375,2.200859974,1680.191634
227.1766724,5,0.008370707,2.16,0.000418944,479.0816029
12.80080916,6,0.016641017,1.5,9.93E-44,123.1167951
535.0285309,5,0.000507221,2.16,1.784650168,1205.06389
759.3547531,3,0.014151262,6,0.206558466,1692.390269
237.0728093,3,0.027099119,6,0.00959297,573.0311675
357.4433692,3,0.039459773,6,0.018726223,827.4673746
685.1780344,4,0.006937902,3.375,1.09295328,1536.254911
372.3722767,1,0.01588218,54,0.208755524,1384.495028
292.8614078,5,0.114790038,2.16,0.009720111,675.294647
707.7488578,6,0.010341586,1.5,0.309608392,1568.882553
614.22029,5,0.036803627,2.16,4.383667306,1390.319437
32.94352574,5,0.007712397,2.16,3.56E-21,86.92744527
271.9656994,2,0.033741126,13.5,0.109040826,735.4550688
651.390612,5,0.005793999,2.16,2.969842522,1419.540118
23.16282574,1,0.009925066,54,1.76E-46,564.9112075
597.2991092,4,0.078613256,3.375,6.421577537,1310.963802
611.1226355,2,0.01821293,13.5,0.870500766,1489.534832
490.3570622,3,0.004371162,6,0.404989913,1103.374426
171.5090855,4,0.017132948,3.375,0.488892744,398.0692755
688.895172,5,0.014951729,2.16,1.298683729,1491.813934
226.1987543,1,0.019369457,54,0.580513601,1020.882317
739.3647713,6,0.001532145,1.5,6.186973607,1622.376258
191.3083513,1,0.006287725,54,0.010815894,975.9860091
517.7170036,1,0.009451068,54,0.12180386,1649.872222
211.141422,4,0.002723879,3.375,0.008820815,489.2309182
459.6904637,4,0.005518068,3.375,0.19428001,1049.102724
610.2827484,2,0.012945249,13.5,0.161018315,1507.97515
51.48958213,6,0.017881144,1.5,0.007659164,173.5267696
494.8230362,6,0.002569718,1.5,0.457992925,1072.071281
505.1343906,1,0.005183318,54,1.777140432,1629.331893
159.0068785,1,0.021660359,54,0.004639405,861.1912509
729.3735472,6,0.007514755,1.5,0.778471752,1587.913787
517.3949441,2,0.010173617,13.5,3.798739541,1273.628326
631.9963349,3,0.002476032,6,0.483999072,1408.848598
619.9425583,4,0.005100462,3.375,7.886939853,1354.266593
427.0572973,5,0.022406145,2.16,0.090696908,1002.754057
-4.087414283,4,0.014631362,3.375,3.02E-22,91.04666813
403.5924762,5,0.025016807,2.16,0.028198665,900.6532991
108.5887595,6,3.76E-05,1.5,6.91E-114,303.6539378
381.9667992,1,0.04136146,54,0.081847194,1290.157289
252.3930723,2,0.017239701,13.5,0.048827789,723.5793693
394.0187268,4,0.006481538,3.375,0.010100999,916.1617566
427.1290118,2,0.026923662,13.5,0.16909036,1110.853555
732.0698856,3,0.007672181,6,4.975217528,1652.410833
89.73599949,4,0.061746662,3.375,0.068533863,232.0869395
599.0438316,2,0.001667849,13.5,0.031174294,1417.881363
169.8813937,6,0.003949371,1.5,2.89E-06,365.9385296
249.5673009,6,0.001913357,1.5,0.006685561,554.3408007
585.3951539,6,0.070248213,1.5,1.885619717,1301.143471
177.0186942,1,0.00204009,54,7.38E-09,924.7366716
580.4097488,6,0.002687575,1.5,1.034564806,1323.820463
171.1741556,5,0.018247181,2.16,0.02340018,402.6994445
422.9415241,5,0.013806349,2.16,0.352470327,966.0133759
841.0039363,4,0.006067268,3.375,1.856470629,1871.206782
296.9405294,4,0.035642636,3.375,0.097489822,722.9818841
817.5010485,3,0.016476637,6,1.118388784,1807.622289
593.710551,3,0.005629875,6,0.063211119,1305.842576
662.7280556,3,0.014034881,6,1.677252869,1498.863068
155.6407873,5,0.007504704,2.16,0.26297947,355.2643675
275.1733456,5,0.012030482,2.16,0.021620061,608.0457176
650.8567314,4,0.039423921,3.375,3.524383714,1425.695451
-2.388218875,6,0.002212651,1.5,0.004882597,15.72316608
357.2130981,2,0.0009848,13.5,0.073151606,929.0006915
563.3848745,4,0.046526885,3.375,0.798472774,1226.626059
410.6134801,5,0.071509226,2.16,0.064622286,928.2408909
144.5865762,1,0.007313984,54,0.000307514,823.9735574
105.7803379,6,0.000360053,1.5,2.31E-07,254.0865518
304.5546807,2,0.002900148,13.5,0.003876317,773.5626073
275.4922881,4,0.025764554,3.375,0.090474796,644.423809
359.0235636,6,0.020257529,1.5,0.018807231,800.1043363
353.5582261,3,0.011788566,6,0.107890267,825.9837391
451.6524348,6,0.014340327,1.5,0.016640817,1090.278461
795.70959,2,0.0088948,13.5,6.711327993,1859.084425
11.86463291,3,0.007211047,6,1.41E-76,106.8512107
545.0911167,2,0.0290799,13.5,0.262416203,1303.64402
460.5917083,6,0.012221752,1.5,0.125317781,1041.910121
379.9183557,3,0.000719533,6,0.405431125,869.9800388
-18.5324563,3,0.003187373,6,4.63E-27,-11.01102719
819.0811756,3,0.027785262,6,0.46616039,1832.286308
814.8309457,5,0.040705306,2.16,1.62289751,1798.329269
507.6103387,6,0.007315328,1.5,0.210257233,1172.614779
375.8043308,3,0.005934973,6,0.026835816,886.142127
157.7988671,2,0.007769624,13.5,1.57E-69,496.4324257
705.1961864,3,0.000860518,6,1.494848347,1578.83214
699.3227496,4,0.078310972,3.375,0.206873321,1553.805135
423.1948746,1,0.017419561,54,0.107117749,1467.61232
268.937562,2,0.001066169,13.5,5.23E-05,755.4708081
768.4106877,5,0.003603359,2.16,12.87509883,1719.666707
103.8614109,6,0.004068273,1.5,0.006668429,259.2956012
500.6113121,1,0.003532827,54,0.437328397,1544.356686
259.0366996,3,0.047848875,6,0.156492576,647.7452258
145.0137188,5,0.003047183,2.16,2.21E-30,325.6718396
415.009282,3,0.029869243,6,0.303552317,923.9369753
236.0766482,3,0.037821768,6,0.0819228,626.2798724
793.6248686,5,0.023669199,2.16,0.353363308,1764.947378
604.1996009,4,0.022232545,3.375,1.117261942,1382.080049
23.58777983,2,0.002281827,13.5,2.65E-35,214.6380049
86.93079253,6,0.009132191,1.5,0.001240569,239.3214325
372.6572195,6,0.001891665,1.5,0.097267896,820.1296475
500.4103727,6,0.007951947,1.5,0.854950473,1120.838845
616.4093953,2,0.022150988,13.5,0.338989082,1447.662121
273.0769425,1,0.015487286,54,4.59E-05,1070.301753
482.8604264,4,0.009960002,3.375,0.004060171,1100.624493
527.1069429,3,0.001969716,6,0.095543942,1215.258797
287.5413027,1,0.036615058,54,0.001771612,1138.988669
711.1775502,4,0.004536981,3.375,0.868596162,1580.378192
144.5896439,5,0.057231826,2.16,0.007135335,374.1566825
460.0569915,4,0.019742686,3.375,0.006761205,1060.735548
118.3331827,4,0.005454697,3.375,0.03013605,270.8546012
560.8769009,5,0.002648084,2.16,0.411745462,1260.321815
260.9635477,2,9.64E-05,13.5,0.016384814,726.8928436
483.0036493,2,0.024808891,13.5,0.214690124,1152.5536
187.6164519,2,0.005590381,13.5,0.006713968,597.8461783
99.20364523,6,0.028939822,1.5,1.08E-05,256.7005908
161.8795257,6,0.01105581,1.5,5.86E-08,407.064473
408.7531014,3,0.040225443,6,0.152739504,993.4600681
455.3002221,2,0.000109693,13.5,0.06367769,1108.319068
406.0204616,5,0.004012092,2.16,0.13112337,880.5251663
179.1897945,5,0.013099439,2.16,0.007315566,422.4381637
274.6180441,6,0.010082458,1.5,0.038335701,607.3779216
64.82047202,4,0.000736219,3.375,1.09E-54,194.5645969
104.5479663,5,0.005222157,2.16,9.03E-08,277.5632751
67.2938066,1,0.021200862,54,9.70E-27,637.6511497
399.8477773,5,0.041400075,2.16,0.927872225,891.8988038
472.01756,6,0.030072511,1.5,0.260189123,1071.130978
353.7097234,5,0.012598166,2.16,0.171817176,809.0334809
155.2395431,1,0.066923636,54,0.000204476,844.620407
645.02987,2,0.005429522,13.5,0.549458893,1528.967424
657.1316733,3,0.073434888,6,5.120361063,1443.785812
365.3040314,5,0.00782012,2.16,0.071668101,795.7906772
579.8590732,2,0.026975537,13.5,2.066031447,1352.725997
273.6831719,4,0.000383877,3.375,2.38E-07,617.4944028
406.1707728,3,0.002387589,6,0.004150385,918.4432839
177.215412,3,0.008966423,6,0.005651997,471.2501292
520.3299203,2,0.046854848,13.5,0.343189998,1247.790488
735.8955012,4,0.004453381,3.375,2.032032337,1677.993897
144.94244,6,0.001002824,1.5,0.044029748,353.5265465
414.5625801,3,0.04826619,6,1.105224356,956.2283769
894.913536,2,0.03929212,13.5,0.841397812,2072.977345
479.421866,5,0.006620467,2.16,0.0981019,1054.835646
375.9796918,4,0.033840095,3.375,0.012872471,815.7354011
590.9743318,2,0.000715352,13.5,0.568546604,1453.628153
708.3560185,4,0.007567673,3.375,5.432977627,1567.342322
65.41971743,6,0.015578277,1.5,1.96E-18,147.9570674
550.6973099,3,0.006633706,6,0.990898922,1279.701183
295.5515547,2,0.000993709,13.5,0.099375448,801.4963832
185.8808913,1,0.027437611,54,0.000591133,934.3461324
-24.73315398,5,0.055903129,2.16,0,-12.92269577
50.43726551,1,0.06222049,54,0,599.7968527
481.0224248,6,0.017190871,1.5,0.909800022,1058.57132
251.1842383,4,0.011408491,3.375,0.08316347,557.1257698
285.2718919,5,0.023313514,2.16,9.05E-05,660.4420471
638.7974356,4,0.002577658,3.375,0.723979905,1380.025815
249.8684604,1,0.016657351,54,7.59E-05,1053.994798
682.7343818,6,0.00346923,1.5,10.29717371,1559.070693
-2.534934781,4,0.000353243,3.375,7.22E-08,76.19070009
572.9465316,2,0.040157921,13.5,1.149429748,1409.419012
745.3447951,5,0.001465809,2.16,0.303352575,1598.664297
343.68626,1,0.003097704,54,0.410406222,1285.571269
700.0274057,2,0.044572536,13.5,0.143916284,1663.329443
482.5083336,1,0.097174351,54,0.199630799,1535.797327
309.9514285,6,0.023564481,1.5,0.015803317,707.1186201
540.3494861,1,0.018359077,54,0.389143076,1687.567153
233.2666645,5,0.013459194,2.16,0.031705184,528.5301582
105.9627661,3,0.005827545,6,0.007620825,294.2917318
605.8392744,3,0.010435159,6,0.626915,1359.972959
563.4714952,1,0.008182952,54,1.376590967,1679.758726
102.111076,5,0.01911166,2.16,2.97E-08,279.4405223
436.8992933,5,0.005576369,2.16,0.203217724,986.4015148
428.0512362,4,0.033379051,3.375,0.020890756,963.0391032
165.1758657,2,0.001959245,13.5,0.000212781,499.8890332
